PAIS_ISO3,CONTINENTE,ISO_continente,NOMBRE_VACUNA,NOMBRE_TIPO_VACUNA,NOMBRE_COMPAÑIA,FECHA_AUTORIZACION,FECHA_INICIO_VACUNACION,FUENTE_DATOS
LBY,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
VCT,North America,NA,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
EGY,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
MAR,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
TUN,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,11-01-2021,13-03-2021,REPORTING
AFG,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
IRQ,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
BHR,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,03-11-2020,04-11-2020,REPORTING
SYC,Africa,AF,Julphar - Hayat-Vax,Hayat-Vax,Sin Determinar,0,0,REPORTING
PRY,South America,SA,Julphar - Hayat-Vax,Hayat-Vax,Sin Determinar,30-12-2020,24-05-2021,REPORTING
PHL,Asia,AS,Julphar - Hayat-Vax,Hayat-Vax,Sin Determinar,11-08-2021,25-08-2021,REPORTING
IRN,Asia,AS,Shifa - COVIran Barakat,COVIran Barakat,Sin Determinar,0,0,REPORTING
MCO,Europe,EU,Novavax - Covavax,Covavax,Sin Determinar,0,30-03-2022,REPORTING
THA,Asia,AS,SII - Covovax,Covovax,Sin Determinar,27-04-2022,0,REPORTING
IND,Asia,AS,SII - Covovax,Covovax,Sin Determinar,0,0,REPORTING
FRA,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,28-09-2022,REPORTING
LUX,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,14-09-2022,REPORTING
ITA,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,09-02-2022,REPORTING
LVA,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,14-09-2022,REPORTING
AUT,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,10-02-2021,REPORTING
EST,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,12-10-2022,REPORTING
PRT,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,31-03-2021,REPORTING
CZE,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,23-11-2022,REPORTING
CHE,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.1,Spikevax Bivalent Original/Omicron BA.1,Sin Determinar,0,30-12-2020,REPORTING
FRA,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,Spikevax Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,01-02-2023,REPORTING
ITA,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,Spikevax Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,14-12-2022,REPORTING
EST,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,Spikevax Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,18-01-2023,REPORTING
PRT,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,Spikevax Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,04-08-2021,REPORTING
CZE,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron BA.4/BA.5,Spikevax Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,25-01-2023,REPORTING
LUX,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,07-09-2022,REPORTING
HUN,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,07-09-2022,REPORTING
ITA,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,05-01-2022,REPORTING
LVA,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,14-09-2022,REPORTING
GRC,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,28-09-2022,REPORTING
AUT,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,30-12-2020,REPORTING
EST,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,28-09-2022,REPORTING
PRT,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,30-12-2020,REPORTING
CZE,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,14-09-2022,REPORTING
CHE,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.1,Comirnaty Bivalent Original/Omicron BA.1,Sin Determinar,0,13-01-2021,REPORTING
FRA,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,05-10-2022,REPORTING
LUX,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,12-10-2022,REPORTING
AND,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,22-03-2023,REPORTING
ITA,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,28-09-2022,REPORTING
LVA,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,05-10-2022,REPORTING
GRC,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,05-10-2022,REPORTING
AUT,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,13-01-2021,REPORTING
ALB,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,29-03-2023,REPORTING
EST,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,28-09-2022,REPORTING
PRT,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,10-02-2021,REPORTING
CZE,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron BA.4/BA.5,Comirnaty Bivalent Original/Omicron BA.4/BA.5,Sin Determinar,0,05-10-2022,REPORTING
DEU,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Sin Determinar,0,14-09-2022,REPORTING
TJK,Asia,AS,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Sin Determinar,0,15-03-2023,REPORTING
SVN,Europe,EU,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Moderna – Spikevax Bivalent Original/Omicron  - Generic,Sin Determinar,0,30-11-2022,REPORTING
DEU,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Sin Determinar,0,07-09-2022,REPORTING
TJK,Asia,AS,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Sin Determinar,0,19-04-2023,REPORTING
SVN,Europe,EU,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Pfizer BioNTech - Comirnaty Bivalent Original/Omicron - Generic,Sin Determinar,0,03-08-2022,REPORTING
