PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
New Hampshire,47870,781,40347.0,6742.0,USA,04.01.2021
New Jersey,547247,19225,57168.0,470854.0,USA,04.01.2021
New Mexico,147315,2574,69903.0,74838.0,USA,04.01.2021
New York,1035139,38417,104939.0,891783.0,USA,04.01.2021
North Carolina,570111,6941,487090.0,76080.0,USA,04.01.2021
North Dakota,92801,1319,90013.0,1908.0,USA,04.01.2021
Northern Mariana Islands,122,2,29.0,91.0,MNP,04.01.2021
Ohio,727423,14216,585091.0,128115.0,USA,04.01.2021
Oklahoma,307091,2552,267573.0,36966.0,USA,04.01.2021
Oregon,118453,1506,5870.0,111077.0,USA,04.01.2021
Pennsylvania,673448,16432,465567.0,191449.0,USA,04.01.2021
Puerto Rico,78805,1555,69699.0,7551.0,PRI,04.01.2021
Rhode Island,92708,1992,5636.0,85080.0,USA,04.01.2021
South Carolina,325472,5484,156090.0,163898.0,USA,04.01.2021
South Dakota,100643,1513,93099.0,6031.0,USA,04.01.2021
Tennessee,606892,7168,530494.0,69411.0,USA,04.01.2021
Texas,1861780,28676,1464746.0,365517.0,USA,04.01.2021
Utah,285633,1305,234298.0,50030.0,USA,04.01.2021
Vermont,7873,144,5361.0,2368.0,USA,04.01.2021
Virgin Islands,2055,24,1920.0,111.0,VIR,04.01.2021
Virginia,367536,5132,31561.0,330843.0,USA,04.01.2021
Washington,256435,3482,,,USA,04.01.2021
West Virginia,91886,1396,63128.0,27362.0,USA,04.01.2021
Wisconsin,527871,5269,456529.0,66073.0,USA,04.01.2021
Wyoming,45257,438,43420.0,1399.0,USA,04.01.2021
Alabama,921175,16496,,,USA,04.01.2022
Alaska,160089,979,,,USA,04.01.2022
American Samoa,10,0,,,ASM,04.01.2022
Arizona,1411813,24509,,,USA,04.01.2022
Arkansas,581134,9248,,,USA,04.01.2022
California,5790068,76553,,,USA,04.01.2022
Colorado,1062911,10972,,,USA,04.01.2022
Connecticut,544468,9274,,,USA,04.01.2022
Delaware,191649,2286,,,USA,04.01.2022
Diamond Princess,49,0,,,USA,04.01.2022
District of Columbia,105493,1220,,,USA,04.01.2022
Florida,4360178,62541,,,USA,04.01.2022
Georgia,1904918,31494,,,USA,04.01.2022
Grand Princess,103,3,,,USA,04.01.2022
Guam,19899,273,,,GUM,04.01.2022
Hawaii,123456,1094,,,USA,04.01.2022
Idaho,322524,4188,,,USA,04.01.2022
Illinois,2263192,31291,,,USA,04.01.2022
Indiana,1286590,19256,,,USA,04.01.2022
Iowa,587386,7858,,,USA,04.01.2022
Kansas,534821,7049,,,USA,04.01.2022
Kentucky,885673,12255,,,USA,04.01.2022
Louisiana,869146,15018,,,USA,04.01.2022
Maine,148217,1556,,,USA,04.01.2022
Maryland,777171,11944,,,USA,04.01.2022
Massachusetts,1192549,16836,,,USA,04.01.2022
Michigan,1775882,29343,,,USA,04.01.2022
Minnesota,1045170,10740,,,USA,04.01.2022
Mississippi,566102,10492,,,USA,04.01.2022
Missouri,1047653,16406,,,USA,04.01.2022
Montana,199455,2911,,,USA,04.01.2022
Nebraska,346860,3344,,,USA,04.01.2022
Nevada,499613,8467,,,USA,04.01.2022
New Hampshire,204897,2004,,,USA,04.01.2022
New Jersey,1674453,29151,,,USA,04.01.2022
New Mexico,359116,5897,,,USA,04.01.2022
New York,3736399,59865,,,USA,04.01.2022
North Carolina,1742844,19494,,,USA,04.01.2022
North Dakota,177521,2060,,,USA,04.01.2022
Northern Mariana Islands,3392,18,,,MNP,04.01.2022
Ohio,2093074,32452,,,USA,04.01.2022
Oklahoma,720961,12512,,,USA,04.01.2022
Oregon,435453,5710,,,USA,04.01.2022
Pennsylvania,2122986,36968,,,USA,04.01.2022
Puerto Rico,305419,3318,,,PRI,04.01.2022
Rhode Island,247324,3096,,,USA,04.01.2022
South Carolina,1011271,14674,,,USA,04.01.2022
South Dakota,183030,2498,,,USA,04.01.2022
Tennessee,1475625,20879,,,USA,04.01.2022
Texas,4848770,75976,,,USA,04.01.2022
Utah,656407,3811,,,USA,04.01.2022
Vermont,68957,480,,,USA,04.01.2022
Virgin Islands,10714,89,,,VIR,04.01.2022
Virginia,1176159,15622,,,USA,04.01.2022
Washington,888336,9909,,,USA,04.01.2022
West Virginia,339679,5361,,,USA,04.01.2022
Wisconsin,1142290,11246,,,USA,04.01.2022
Wyoming,117389,1572,,,USA,04.01.2022
Alabama,1587224,20776,,,USA,
Alaska,301803,1455,,,USA,
American Samoa,8266,34,,,ASM,
Arizona,2384521,32311,,,USA,
Arkansas,987049,12698,,,USA,
California,11846132,98642,,,USA,
Colorado,1737244,13889,,,USA,
Connecticut,952152,11803,,,USA,
Delaware,323151,3218,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,173386,1411,,,USA,
Florida,7338503,83906,,,USA,
Georgia,2998991,41520,,,USA,
Grand Princess,103,3,,,USA,
Guam,60087,411,,,GUM,
Hawaii,373514,1765,,,USA,
Idaho,512726,5320,,,USA,
Illinois,3974859,40702,,,USA,
Indiana,2010174,25372,,,USA,
Iowa,888667,10463,,,USA,
Kansas,919770,9753,,,USA,
Kentucky,1666113,17697,,,USA,
Louisiana,1521203,18394,,,USA,
Maine,307075,2791,,,USA,
Maryland,1322943,16006,,,USA,
Massachusetts,2154886,22940,,,USA,
Michigan,2998447,40836,,,USA,
Minnesota,1736893,14320,,,USA,
Mississippi,960923,13112,,,USA,
Missouri,1739403,22286,,,USA,
Montana,323055,3621,,,USA,
Nebraska,555114,4685,,,USA,
Nevada,879355,11770,,,USA,
New Hampshire,368738,2866,,,USA,
New Jersey,2941046,35555,,,USA,
New Mexico,660146,8831,,,USA,
New York,6596319,75330,,,USA,
North Carolina,3359796,27699,,,USA,
North Dakota,281090,2427,,,USA,
Northern Mariana Islands,13319,41,,,MNP,
Ohio,3307568,41303,,,USA,
Oklahoma,1250013,17412,,,USA,
Oregon,942121,9024,,,USA,
Pennsylvania,3431861,49034,,,USA,
Puerto Rico,1056921,5555,,,PRI,
Rhode Island,443645,3770,,,USA,
South Carolina,1780649,18849,,,USA,
South Dakota,272367,3124,,,USA,
Tennessee,2446382,28652,,,USA,
Texas,8245804,91717,,,USA,
Utah,1074828,5187,,,USA,
Vermont,148835,791,,,USA,
Virgin Islands,23820,127,,,VIR,
Virginia,2211948,22686,,,USA,
Washington,1889201,15123,,,USA,
West Virginia,626674,7687,,,USA,
Wisconsin,1964866,15835,,,USA,
Wyoming,183151,1958,,,USA,
Alabama,379593,4886,202137.0,172570.0,USA,05.01.2021
Alaska,48582,218,7165.0,41199.0,USA,05.01.2021
American Samoa,0,0,,,ASM,05.01.2021
Arizona,567474,9317,80302.0,477855.0,USA,05.01.2021
Arkansas,238888,3836,210617.0,24435.0,USA,05.01.2021
California,2584823,27360,,,USA,05.01.2021
Colorado,372864,5523,18534.0,323368.0,USA,05.01.2021
Connecticut,196968,6192,9800.0,180976.0,USA,05.01.2021
Delaware,61100,1093,18851.0,41156.0,USA,05.01.2021
Diamond Princess,49,0,,,USA,05.01.2021
District of Columbia,30166,801,21337.0,8028.0,USA,05.01.2021
Florida,1392123,22188,,,USA,05.01.2021
Georgia,706154,11072,,,USA,05.01.2021
Grand Princess,103,3,,,USA,05.01.2021
Guam,7357,123,7132.0,102.0,GUM,05.01.2021
Hawaii,22757,289,11958.0,10510.0,USA,05.01.2021
Idaho,144843,1471,61493.0,81879.0,USA,05.01.2021
Illinois,991719,18562,,,USA,05.01.2021
Indiana,533083,9800,354859.0,168424.0,USA,05.01.2021
Iowa,288298,3999,247853.0,36446.0,USA,05.01.2021
Kansas,233580,3006,4643.0,226252.0,USA,05.01.2021
Kentucky,280835,2772,37502.0,240561.0,USA,05.01.2021
Louisiana,326648,7635,263712.0,55301.0,USA,05.01.2021
Maine,26565,369,11582.0,14614.0,USA,05.01.2021
Maryland,289758,6082,9388.0,274288.0,USA,05.01.2021
Massachusetts,397202,10791,261672.0,122796.0,USA,05.01.2021
Michigan,546642,13608,363611.0,169423.0,USA,05.01.2021
Minnesota,425261,5520,406667.0,13074.0,USA,05.01.2021
Mississippi,225444,4975,182103.0,38366.0,USA,05.01.2021
Missouri,458230,5987,,,USA,05.01.2021
Montana,83378,1005,77449.0,4924.0,USA,05.01.2021
Nebraska,171033,1692,114249.0,55092.0,USA,05.01.2021
Nevada,235455,3235,,,USA,05.01.2021
New Hampshire,48662,792,40720.0,7150.0,USA,05.01.2021
New Jersey,554400,19382,57439.0,477579.0,USA,05.01.2021
New Mexico,148499,2594,70737.0,75168.0,USA,05.01.2021
New York,1048281,38563,105379.0,904339.0,USA,05.01.2021
North Carolina,575396,6996,487090.0,81310.0,USA,05.01.2021
North Dakota,93096,1336,90281.0,1877.0,USA,05.01.2021
Northern Mariana Islands,122,2,29.0,91.0,MNP,05.01.2021
Ohio,735003,14352,596221.0,124430.0,USA,05.01.2021
Oklahoma,308600,2571,271693.0,34336.0,USA,05.01.2021
Oregon,119488,1550,5870.0,112068.0,USA,05.01.2021
Pennsylvania,682182,16631,471740.0,193811.0,USA,05.01.2021
Puerto Rico,79319,1562,70374.0,7383.0,PRI,05.01.2021
Rhode Island,93852,2005,5682.0,86165.0,USA,05.01.2021
South Carolina,328073,5498,157106.0,165469.0,USA,05.01.2021
South Dakota,101076,1513,93529.0,6034.0,USA,05.01.2021
Tennessee,615281,7267,539207.0,68992.0,USA,05.01.2021
Texas,1893431,28916,1488189.0,373466.0,USA,05.01.2021
Utah,288951,1312,236196.0,51443.0,USA,05.01.2021
Vermont,8038,149,5463.0,2426.0,USA,05.01.2021
Virgin Islands,2083,24,1938.0,121.0,VIR,05.01.2021
Virginia,371913,5191,31735.0,334987.0,USA,05.01.2021
Washington,258767,3541,,,USA,05.01.2021
West Virginia,93162,1442,64404.0,27316.0,USA,05.01.2021
Wisconsin,531890,5366,458650.0,67874.0,USA,05.01.2021
Wyoming,45569,464,43563.0,1542.0,USA,05.01.2021
Alabama,932250,16503,,,USA,05.01.2022
Alaska,161678,979,,,USA,05.01.2022
American Samoa,10,0,,,ASM,05.01.2022
Arizona,1419562,24570,,,USA,05.01.2022
Arkansas,588622,9256,,,USA,05.01.2022
California,5848707,76673,,,USA,05.01.2022
Colorado,1085313,11022,,,USA,05.01.2022
Connecticut,554812,9281,,,USA,05.01.2022
Delaware,192968,2286,,,USA,05.01.2022
Diamond Princess,49,0,,,USA,05.01.2022
District of Columbia,106819,1222,,,USA,05.01.2022
Florida,4360178,62541,,,USA,05.01.2022
Georgia,1928942,31521,,,USA,05.01.2022
Grand Princess,103,3,,,USA,05.01.2022
Guam,20088,273,,,GUM,05.01.2022
Hawaii,126067,1094,,,USA,05.01.2022
Idaho,323965,4192,,,USA,05.01.2022
Illinois,2295478,31391,,,USA,05.01.2022
Indiana,1299480,19296,,,USA,05.01.2022
Iowa,592028,8019,,,USA,05.01.2022
Kansas,549220,7064,,,USA,05.01.2022
Kentucky,895370,12284,,,USA,05.01.2022
Louisiana,879549,15027,,,USA,05.01.2022
Maine,149543,1582,,,USA,05.01.2022
Maryland,788384,11993,,,USA,05.01.2022
Massachusetts,1223354,16887,,,USA,05.01.2022
Michigan,1808738,29659,,,USA,05.01.2022
Minnesota,1049310,10811,,,USA,05.01.2022
Mississippi,572694,10503,,,USA,05.01.2022
Missouri,1060113,16447,,,USA,05.01.2022
Montana,200558,2912,,,USA,05.01.2022
Nebraska,349523,3344,,,USA,05.01.2022
Nevada,502392,8487,,,USA,05.01.2022
New Hampshire,208073,2013,,,USA,05.01.2022
New Jersey,1711738,29209,,,USA,05.01.2022
New Mexico,361629,5933,,,USA,05.01.2022
New York,3812399,60023,,,USA,05.01.2022
North Carolina,1763614,19542,,,USA,05.01.2022
North Dakota,178876,2068,,,USA,05.01.2022
Northern Mariana Islands,3453,18,,,MNP,05.01.2022
Ohio,2112824,32615,,,USA,05.01.2022
Oklahoma,724875,12539,,,USA,05.01.2022
Oregon,441648,5719,,,USA,05.01.2022
Pennsylvania,2150286,37111,,,USA,05.01.2022
Puerto Rico,313182,3324,,,PRI,05.01.2022
Rhode Island,253192,3107,,,USA,05.01.2022
South Carolina,1018435,14715,,,USA,05.01.2022
South Dakota,185284,2507,,,USA,05.01.2022
Tennessee,1493062,20916,,,USA,05.01.2022
Texas,4897975,76073,,,USA,05.01.2022
Utah,663654,3855,,,USA,05.01.2022
Vermont,69762,482,,,USA,05.01.2022
Virgin Islands,11160,89,,,VIR,05.01.2022
Virginia,1186887,15631,,,USA,05.01.2022
Washington,899036,9909,,,USA,05.01.2022
West Virginia,342607,5372,,,USA,05.01.2022
Wisconsin,1156050,11319,,,USA,05.01.2022
Wyoming,118098,1572,,,USA,05.01.2022
Alabama,1587224,20776,,,USA,
Alaska,301803,1455,,,USA,
American Samoa,8285,34,,,ASM,
Arizona,2384521,32311,,,USA,
Arkansas,987848,12704,,,USA,
California,11880625,98801,,,USA,
Colorado,1737979,13893,,,USA,
Connecticut,953006,11803,,,USA,
Delaware,323151,3218,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,174559,1411,,,USA,
Florida,7361744,84015,,,USA,
Georgia,2998991,41520,,,USA,
Grand Princess,103,3,,,USA,
Guam,60087,411,,,GUM,
Hawaii,373514,1765,,,USA,
Idaho,512726,5320,,,USA,
Illinois,3981275,40747,,,USA,
Indiana,2010174,25372,,,USA,
Iowa,888667,10463,,,USA,
Kansas,919903,9753,,,USA,
Kentucky,1666113,17697,,,USA,
Louisiana,1521203,18394,,,USA,
Maine,307376,2793,,,USA,
Maryland,1324276,16023,,,USA,
Massachusetts,2166835,23097,,,USA,
Michigan,2998447,40836,,,USA,
Minnesota,1741611,14357,,,USA,
Mississippi,960923,13112,,,USA,
Missouri,1739681,22292,,,USA,
Montana,323055,3621,,,USA,
Nebraska,556528,4723,,,USA,
Nevada,878223,11778,,,USA,
New Hampshire,369103,2868,,,USA,
New Jersey,2944676,35576,,,USA,
New Mexico,660424,8842,,,USA,
New York,6603211,75387,,,USA,
North Carolina,3359796,27699,,,USA,
North Dakota,281192,2432,,,USA,
Northern Mariana Islands,13319,41,,,MNP,
Ohio,3321463,41328,,,USA,
Oklahoma,1255673,17443,,,USA,
Oregon,942121,9024,,,USA,
Pennsylvania,3431861,49034,,,USA,
Puerto Rico,1058303,5566,,,PRI,
Rhode Island,448206,3789,,,USA,
South Carolina,1780649,18849,,,USA,
South Dakota,272367,3124,,,USA,
Tennessee,2448638,28664,,,USA,
Texas,8247210,91720,,,USA,
Utah,1077051,5206,,,USA,
Vermont,148835,791,,,USA,
Virgin Islands,23831,127,,,VIR,
Virginia,2211948,22686,,,USA,
Washington,1889201,15123,,,USA,
West Virginia,627265,7704,,,USA,
Wisconsin,1966119,15856,,,USA,
Wyoming,183151,1958,,,USA,
Alabama,384184,4994,211684.0,167506.0,USA,06.01.2021
Alaska,48922,220,7165.0,41537.0,USA,06.01.2021
American Samoa,0,0,,,ASM,06.01.2021
Arizona,574680,9444,81214.0,484022.0,USA,06.01.2021
Arkansas,242593,3901,210617.0,28075.0,USA,06.01.2021
California,2623941,27932,,,USA,06.01.2021
Colorado,375570,5542,18534.0,325866.0,USA,06.01.2021
Connecticut,199454,6230,9800.0,183424.0,USA,06.01.2021
Delaware,61729,1102,18851.0,41776.0,USA,06.01.2021
Diamond Princess,49,0,,,USA,06.01.2021
District of Columbia,30482,806,21461.0,8215.0,USA,06.01.2021
Florida,1409906,22317,,,USA,06.01.2021
Georgia,713840,11165,,,USA,06.01.2021
Grand Princess,103,3,,,USA,06.01.2021
Guam,7378,123,7145.0,110.0,GUM,06.01.2021
Hawaii,22917,299,11958.0,10660.0,USA,06.01.2021
Idaho,146106,1488,62215.0,82403.0,USA,06.01.2021
Illinois,999288,18735,,,USA,06.01.2021
Indiana,539229,9883,357442.0,171904.0,USA,06.01.2021
Iowa,290776,4060,249919.0,36797.0,USA,06.01.2021
Kansas,238776,3041,4745.0,231411.0,USA,06.01.2021
Kentucky,286540,2806,37821.0,245913.0,USA,06.01.2021
Louisiana,333524,7681,280373.0,45470.0,USA,06.01.2021
Maine,27090,372,11607.0,15111.0,USA,06.01.2021
Maryland,292904,6132,9391.0,277381.0,USA,06.01.2021
Massachusetts,404053,10877,261672.0,129545.0,USA,06.01.2021
Michigan,551498,13667,363611.0,174220.0,USA,06.01.2021
Minnesota,427587,5596,406910.0,15081.0,USA,06.01.2021
Mississippi,228235,5013,182103.0,41119.0,USA,06.01.2021
Missouri,462063,6022,,,USA,06.01.2021
Montana,84060,1015,78114.0,4931.0,USA,06.01.2021
Nebraska,172469,1703,114249.0,56517.0,USA,06.01.2021
Nevada,237393,3295,,,USA,06.01.2021
New Hampshire,49584,816,41237.0,7531.0,USA,06.01.2021
New Jersey,560057,19523,57888.0,482646.0,USA,06.01.2021
New Mexico,149984,2641,72089.0,75254.0,USA,06.01.2021
New York,1064297,38729,105379.0,920189.0,USA,06.01.2021
North Carolina,582348,7076,487090.0,88182.0,USA,06.01.2021
North Dakota,93415,1341,90511.0,1980.0,USA,06.01.2021
Northern Mariana Islands,125,2,29.0,94.0,MNP,06.01.2021
Ohio,742817,14507,605474.0,122836.0,USA,06.01.2021
Oklahoma,311924,2633,274657.0,34634.0,USA,06.01.2021
Oregon,120223,1558,5870.0,112795.0,USA,06.01.2021
Pennsylvania,692111,16989,485206.0,189916.0,USA,06.01.2021
Puerto Rico,79612,1570,70374.0,7668.0,PRI,06.01.2021
Rhode Island,95463,2024,5743.0,87696.0,USA,06.01.2021
South Carolina,333235,5582,158273.0,169380.0,USA,06.01.2021
South Dakota,101684,1519,93778.0,6387.0,USA,06.01.2021
Tennessee,622624,7381,548838.0,66598.0,USA,06.01.2021
Texas,1917382,29227,1504643.0,380712.0,USA,06.01.2021
Utah,292720,1330,239203.0,52187.0,USA,06.01.2021
Vermont,8158,152,5546.0,2460.0,USA,06.01.2021
Virgin Islands,2083,24,1955.0,104.0,VIR,06.01.2021
Virginia,377300,5226,32101.0,339973.0,USA,06.01.2021
Washington,260752,3605,,,USA,06.01.2021
West Virginia,94678,1481,65571.0,27626.0,USA,06.01.2021
Wisconsin,535999,5435,461729.0,68835.0,USA,06.01.2021
Wyoming,45890,464,43642.0,1784.0,USA,06.01.2021
Alabama,944876,16543,,,USA,06.01.2022
Alaska,161678,979,,,USA,06.01.2022
American Samoa,10,0,,,ASM,06.01.2022
Arizona,1430241,24586,,,USA,06.01.2022
Arkansas,596409,9278,,,USA,06.01.2022
California,5963263,76706,,,USA,06.01.2022
Colorado,1101826,11080,,,USA,06.01.2022
Connecticut,563635,9281,,,USA,06.01.2022
Delaware,195600,2286,,,USA,06.01.2022
Diamond Princess,49,0,,,USA,06.01.2022
District of Columbia,106819,1222,,,USA,06.01.2022
Florida,4486276,62622,,,USA,06.01.2022
Georgia,1928942,31521,,,USA,06.01.2022
Grand Princess,103,3,,,USA,06.01.2022
Guam,20351,273,,,GUM,06.01.2022
Hawaii,130856,1098,,,USA,06.01.2022
Idaho,325730,4223,,,USA,06.01.2022
Illinois,2339563,31520,,,USA,06.01.2022
Indiana,1314688,19448,,,USA,06.01.2022
Iowa,596296,8019,,,USA,06.01.2022
Kansas,550053,7064,,,USA,06.01.2022
Kentucky,904916,12319,,,USA,06.01.2022
Louisiana,893626,15038,,,USA,06.01.2022
Maine,150845,1592,,,USA,06.01.2022
Maryland,802102,12048,,,USA,06.01.2022
Massachusetts,1250765,16956,,,USA,06.01.2022
Michigan,1808738,29659,,,USA,06.01.2022
Minnesota,1056236,10873,,,USA,06.01.2022
Mississippi,579773,10511,,,USA,06.01.2022
Missouri,1072775,16477,,,USA,06.01.2022
Montana,201720,2916,,,USA,06.01.2022
Nebraska,353056,3416,,,USA,06.01.2022
Nevada,504729,8505,,,USA,06.01.2022
New Hampshire,211952,2017,,,USA,06.01.2022
New Jersey,1744002,29315,,,USA,06.01.2022
New Mexico,364861,5969,,,USA,06.01.2022
New York,3890666,60166,,,USA,06.01.2022
North Carolina,1787906,19586,,,USA,06.01.2022
North Dakota,180381,2072,,,USA,06.01.2022
Northern Mariana Islands,3518,18,,,MNP,06.01.2022
Ohio,2132266,32756,,,USA,06.01.2022
Oklahoma,731155,12571,,,USA,06.01.2022
Oregon,449267,5728,,,USA,06.01.2022
Pennsylvania,2179312,37366,,,USA,06.01.2022
Puerto Rico,327742,3338,,,PRI,06.01.2022
Rhode Island,260110,3112,,,USA,06.01.2022
South Carolina,1035256,14745,,,USA,06.01.2022
South Dakota,187467,2520,,,USA,06.01.2022
Tennessee,1512483,20945,,,USA,06.01.2022
Texas,4943183,76199,,,USA,06.01.2022
Utah,672567,3868,,,USA,06.01.2022
Vermont,71942,482,,,USA,06.01.2022
Virgin Islands,11833,89,,,VIR,06.01.2022
Virginia,1202727,15642,,,USA,06.01.2022
Washington,913980,9974,,,USA,06.01.2022
West Virginia,347554,5392,,,USA,06.01.2022
Wisconsin,1170504,11376,,,USA,06.01.2022
Wyoming,119093,1572,,,USA,06.01.2022
Alabama,1587224,20776,,,USA,
Alaska,301803,1455,,,USA,
American Samoa,8302,34,,,ASM,
Arizona,2384521,32311,,,USA,
Arkansas,988489,12713,,,USA,
California,11887061,98829,,,USA,
Colorado,1738658,13899,,,USA,
Connecticut,953522,11803,,,USA,
Delaware,323151,3218,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,174559,1411,,,USA,
Florida,7393712,84176,,,USA,
Georgia,2998991,41520,,,USA,
Grand Princess,103,3,,,USA,
Guam,60246,413,,,GUM,
Hawaii,373514,1765,,,USA,
Idaho,512726,5320,,,USA,
Illinois,3981275,40747,,,USA,
Indiana,2011911,25470,,,USA,
Iowa,888667,10463,,,USA,
Kansas,919903,9753,,,USA,
Kentucky,1666113,17697,,,USA,
Louisiana,1521203,18394,,,USA,
Maine,307677,2796,,,USA,
Maryland,1325699,16036,,,USA,
Massachusetts,2166835,23097,,,USA,
Michigan,2998447,40836,,,USA,
Minnesota,1741611,14357,,,USA,
Mississippi,960923,13112,,,USA,
Missouri,1739948,22292,,,USA,
Montana,323951,3623,,,USA,
Nebraska,556528,4723,,,USA,
Nevada,878223,11778,,,USA,
New Hampshire,369368,2873,,,USA,
New Jersey,2948929,35589,,,USA,
New Mexico,660725,8849,,,USA,
New York,6610923,75429,,,USA,
North Carolina,3359796,27699,,,USA,
North Dakota,281309,2432,,,USA,
Northern Mariana Islands,13374,41,,,MNP,
Ohio,3321463,41347,,,USA,
Oklahoma,1255673,17443,,,USA,
Oregon,942121,9024,,,USA,
Pennsylvania,3431861,49034,,,USA,
Puerto Rico,1059814,5575,,,PRI,
Rhode Island,448206,3789,,,USA,
South Carolina,1780649,18849,,,USA,
South Dakota,272367,3124,,,USA,
Tennessee,2450390,28669,,,USA,
Texas,8249770,91724,,,USA,
Utah,1077051,5206,,,USA,
Vermont,148835,791,,,USA,
Virgin Islands,23831,127,,,VIR,
Virginia,2211948,22686,,,USA,
Washington,1889201,15123,,,USA,
West Virginia,627775,7721,,,USA,
Wisconsin,1967231,15867,,,USA,
Wyoming,183151,1958,,,USA,
Alabama,389230,5080,211684.0,172466.0,USA,07.01.2021
Alaska,49255,223,7165.0,41867.0,USA,07.01.2021
American Samoa,0,0,,,ASM,07.01.2021
Arizona,584593,9741,82155.0,492697.0,USA,07.01.2021
Arkansas,245916,3926,215980.0,26010.0,USA,07.01.2021
California,2675589,28482,,,USA,07.01.2021
Colorado,377832,5570,18775.0,329046.0,USA,07.01.2021
Connecticut,202758,6287,9800.0,186671.0,USA,07.01.2021
Delaware,62949,1112,18851.0,42986.0,USA,07.01.2021
Diamond Princess,49,0,,,USA,07.01.2021
District of Columbia,30750,808,21660.0,8282.0,USA,07.01.2021
Florida,1429722,22481,,,USA,07.01.2021
Georgia,723630,11230,,,USA,07.01.2021
Grand Princess,103,3,,,USA,07.01.2021
Guam,7386,124,7145.0,117.0,GUM,07.01.2021
Hawaii,23400,299,11958.0,11143.0,USA,07.01.2021
Idaho,147173,1517,63097.0,82559.0,USA,07.01.2021
Illinois,1008045,18941,,,USA,07.01.2021
Indiana,546499,9958,360087.0,176454.0,USA,07.01.2021
Iowa,293189,4065,251659.0,37465.0,USA,07.01.2021
Kansas,238985,3042,4745.0,231524.0,USA,07.01.2021
Kentucky,291429,2843,38173.0,250413.0,USA,07.01.2021
Louisiana,338054,7728,280373.0,49953.0,USA,07.01.2021
Maine,27625,385,11658.0,15582.0,USA,07.01.2021
Maryland,295874,6173,9404.0,280297.0,USA,07.01.2021
Massachusetts,411601,10937,293522.0,105170.0,USA,07.01.2021
Michigan,555747,13873,363611.0,178263.0,USA,07.01.2021
Minnesota,429570,5640,408510.0,15420.0,USA,07.01.2021
Mississippi,228235,5013,182103.0,41119.0,USA,07.01.2021
Missouri,467936,6094,,,USA,07.01.2021
Montana,84750,1038,78796.0,4916.0,USA,07.01.2021
Nebraska,173591,1719,116295.0,55577.0,USA,07.01.2021
Nevada,240796,3339,,,USA,07.01.2021
New Hampshire,50337,827,41804.0,7706.0,USA,07.01.2021
New Jersey,566761,19646,58335.0,488780.0,USA,07.01.2021
New Mexico,151819,2680,74235.0,74904.0,USA,07.01.2021
New York,1081885,38933,107243.0,935709.0,USA,07.01.2021
North Carolina,592746,7213,487090.0,98443.0,USA,07.01.2021
North Dakota,93684,1348,90726.0,2082.0,USA,07.01.2021
Northern Mariana Islands,125,2,29.0,94.0,MNP,07.01.2021
Ohio,753068,14626,613418.0,125024.0,USA,07.01.2021
Oklahoma,315730,2672,277828.0,35230.0,USA,07.01.2021
Oregon,121085,1568,5870.0,113647.0,USA,07.01.2021
