PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
Wisconsin,309572,2621,223937.0,83014.0,USA,12.11.2020
Wyoming,20479,127,11585.0,8767.0,USA,12.11.2020
Alabama,838836,15934,,,USA,12.11.2021
Alaska,145167,831,,,USA,12.11.2021
American Samoa,4,0,,,ASM,12.11.2021
Arizona,1207348,21600,,,USA,12.11.2021
Arkansas,518863,8560,,,USA,12.11.2021
California,4995278,72960,,,USA,12.11.2021
Colorado,802512,9367,,,USA,12.11.2021
Connecticut,407750,8809,,,USA,12.11.2021
Delaware,147233,2125,,,USA,12.11.2021
Diamond Princess,49,0,,,USA,12.11.2021
District of Columbia,65371,1194,,,USA,12.11.2021
Florida,3711612,60697,,,USA,12.11.2021
Georgia,1647265,29861,,,USA,12.11.2021
Grand Princess,103,3,,,USA,12.11.2021
Guam,18863,258,,,GUM,12.11.2021
Hawaii,85628,976,,,USA,12.11.2021
Idaho,299576,3735,,,USA,12.11.2021
Illinois,1735596,28978,,,USA,12.11.2021
Indiana,1049307,17088,,,USA,12.11.2021
Iowa,500474,7166,,,USA,12.11.2021
Kansas,448292,6621,,,USA,12.11.2021
Kentucky,759935,10214,,,USA,12.11.2021
Louisiana,764354,14685,,,USA,12.11.2021
Maine,110347,1220,,,USA,12.11.2021
Maryland,569823,11030,,,USA,12.11.2021
Massachusetts,873281,15651,,,USA,12.11.2021
Michigan,1346868,24308,,,USA,12.11.2021
Minnesota,841625,9120,,,USA,12.11.2021
Mississippi,508469,10187,,,USA,12.11.2021
Missouri,874960,12833,,,USA,12.11.2021
Montana,184394,2479,,,USA,12.11.2021
Nebraska,295244,3044,,,USA,12.11.2021
Nevada,447746,7807,,,USA,12.11.2021
New Hampshire,144626,1622,,,USA,12.11.2021
New Jersey,1215067,28152,,,USA,12.11.2021
New Mexico,292078,5169,,,USA,12.11.2021
New York,2616725,56907,,,USA,12.11.2021
North Carolina,1501801,18411,,,USA,12.11.2021
North Dakota,154679,1840,,,USA,12.11.2021
Northern Mariana Islands,342,3,,,MNP,12.11.2021
Ohio,1596171,26776,,,USA,12.11.2021
Oklahoma,652731,11633,,,USA,12.11.2021
Oregon,378174,4750,,,USA,12.11.2021
Pennsylvania,1634953,32279,,,USA,12.11.2021
Puerto Rico,186851,3256,,,PRI,12.11.2021
Rhode Island,183257,2890,,,USA,12.11.2021
South Carolina,906945,13983,,,USA,12.11.2021
South Dakota,159343,2281,,,USA,12.11.2021
Tennessee,1294066,16620,,,USA,12.11.2021
Texas,4312161,72599,,,USA,12.11.2021
Utah,571507,3347,,,USA,12.11.2021
Vermont,44030,393,,,USA,12.11.2021
Virgin Islands,7344,84,,,VIR,12.11.2021
Virginia,942837,14321,,,USA,12.11.2021
Washington,750477,8934,,,USA,12.11.2021
West Virginia,281865,4610,,,USA,12.11.2021
Wisconsin,921221,9679,,,USA,12.11.2021
Wyoming,107483,1298,,,USA,12.11.2021
Alabama,1540329,20608,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8260,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,963639,12525,,,USA,
California,11421156,97011,,,USA,
Colorado,1686624,13482,,,USA,
Connecticut,918551,11537,,,USA,
Delaware,314684,3148,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170482,1402,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,58990,406,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3834925,40109,,,USA,
Indiana,1948019,25013,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892453,9626,,,USA,
Kentucky,1620429,17363,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299501,2712,,,USA,
Maryland,1276558,15613,,,USA,
Massachusetts,2099238,22209,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1696286,13931,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1685479,21940,,,USA,
Montana,315421,3577,,,USA,
Nebraska,537129,4606,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,359019,2783,,,USA,
New Jersey,2817595,34986,,,USA,
New Mexico,634520,8677,,,USA,
New York,6301572,73425,,,USA,
North Carolina,3255540,27264,,,USA,
North Dakota,274776,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3208165,40566,,,USA,
Oklahoma,1214599,17168,,,USA,
Oregon,913809,8743,,,USA,
Pennsylvania,3330062,47994,,,USA,
Puerto Rico,993997,5296,,,PRI,
Rhode Island,434653,3725,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2377959,28233,,,USA,
Texas,8039293,91034,,,USA,
Utah,1051263,5076,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23445,124,,,VIR,
Virginia,2131894,22232,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,610675,7538,,,USA,
Wisconsin,1909295,15522,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,213617,3231,88038.0,122348.0,USA,13.11.2020
Alaska,22418,99,7161.0,15158.0,USA,13.11.2020
American Samoa,0,0,,,ASM,13.11.2020
Arizona,269577,6257,44675.0,218645.0,USA,13.11.2020
Arkansas,130318,2148,112383.0,15787.0,USA,13.11.2020
California,1027928,18212,,,USA,13.11.2020
Colorado,188818,3202,9148.0,142386.0,USA,13.11.2020
Connecticut,88645,4737,9800.0,74108.0,USA,13.11.2020
Delaware,28016,765,14571.0,12680.0,USA,13.11.2020
Diamond Princess,49,0,,,USA,13.11.2020
District of Columbia,18666,657,14160.0,3849.0,USA,13.11.2020
Florida,870552,17445,,,USA,13.11.2020
Georgia,419870,8905,,,USA,13.11.2020
Grand Princess,103,3,,,USA,13.11.2020
Guam,5924,92,3942.0,1890.0,GUM,13.11.2020
Hawaii,16652,222,11958.0,4472.0,USA,13.11.2020
Idaho,79798,752,34104.0,44942.0,USA,13.11.2020
Illinois,551957,10891,,,USA,13.11.2020
Indiana,236565,5140,144548.0,86877.0,USA,13.11.2020
Iowa,178888,1972,106529.0,70387.0,USA,13.11.2020
Kansas,117047,1258,2960.0,113156.0,USA,13.11.2020
Kentucky,132844,1647,23872.0,107325.0,USA,13.11.2020
Louisiana,201981,6121,176107.0,19753.0,USA,13.11.2020
Maine,8639,162,6428.0,2049.0,USA,13.11.2020
Maryland,161769,4273,8343.0,149153.0,USA,13.11.2020
Massachusetts,183095,8835,137422.0,35408.0,USA,13.11.2020
Michigan,268362,8308,128981.0,131073.0,USA,13.11.2020
Minnesota,207339,2895,161756.0,42688.0,USA,13.11.2020
Mississippi,131970,3519,111430.0,17021.0,USA,13.11.2020
Missouri,244877,3391,,,USA,13.11.2020
Montana,44244,477,25389.0,18378.0,USA,13.11.2020
Nebraska,94922,775,51017.0,43130.0,USA,13.11.2020
Nevada,116737,1893,2601.0,112243.0,USA,13.11.2020
New Hampshire,13853,498,10447.0,2908.0,USA,13.11.2020
New Jersey,290377,16522,39052.0,234803.0,USA,13.11.2020
New Mexico,62006,1198,24291.0,36517.0,USA,13.11.2020
New York,556344,33827,81390.0,441127.0,USA,13.11.2020
North Carolina,305233,4720,261719.0,38794.0,USA,13.11.2020
North Dakota,63533,707,49409.0,10486.0,USA,13.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,13.11.2020
Ohio,282528,6132,197674.0,78722.0,USA,13.11.2020
Oklahoma,147358,1493,121774.0,24091.0,USA,13.11.2020
Oregon,54937,753,5870.0,48314.0,USA,13.11.2020
Pennsylvania,260792,9212,178070.0,73510.0,USA,13.11.2020
Puerto Rico,41119,914,35284.0,4921.0,PRI,13.11.2020
Rhode Island,41529,1273,3086.0,37170.0,USA,13.11.2020
South Carolina,192101,4101,100074.0,87926.0,USA,13.11.2020
South Dakota,62327,568,43132.0,18627.0,USA,13.11.2020
Tennessee,298619,3852,265459.0,29380.0,USA,13.11.2020
Texas,1033508,20272,850648.0,160778.0,USA,13.11.2020
Utah,145789,701,100892.0,44196.0,USA,13.11.2020
Vermont,2743,59,1977.0,707.0,USA,13.11.2020
Virgin Islands,1426,23,1357.0,46.0,VIR,13.11.2020
Virginia,199262,3785,22095.0,173382.0,USA,13.11.2020
Washington,131141,2477,,,USA,13.11.2020
West Virginia,31639,565,22543.0,8531.0,USA,13.11.2020
Wisconsin,318023,2683,229469.0,85871.0,USA,13.11.2020
Wyoming,21341,127,12082.0,9132.0,USA,13.11.2020
Alabama,839436,15981,,,USA,13.11.2021
Alaska,145167,831,,,USA,13.11.2021
American Samoa,4,0,,,ASM,13.11.2021
Arizona,1211333,21651,,,USA,13.11.2021
Arkansas,519453,8562,,,USA,13.11.2021
California,4998168,73055,,,USA,13.11.2021
Colorado,804730,9395,,,USA,13.11.2021
Connecticut,407750,8809,,,USA,13.11.2021
Delaware,147533,2141,,,USA,13.11.2021
Diamond Princess,49,0,,,USA,13.11.2021
District of Columbia,65371,1194,,,USA,13.11.2021
Florida,3711612,60698,,,USA,13.11.2021
Georgia,1647265,29861,,,USA,13.11.2021
Grand Princess,103,3,,,USA,13.11.2021
Guam,18891,258,,,GUM,13.11.2021
Hawaii,85709,976,,,USA,13.11.2021
Idaho,299849,3745,,,USA,13.11.2021
Illinois,1735596,28986,,,USA,13.11.2021
Indiana,1052287,17088,,,USA,13.11.2021
Iowa,503564,7166,,,USA,13.11.2021
Kansas,448345,6621,,,USA,13.11.2021
Kentucky,761487,10259,,,USA,13.11.2021
Louisiana,764354,14685,,,USA,13.11.2021
Maine,111145,1230,,,USA,13.11.2021
Maryland,570806,11050,,,USA,13.11.2021
Massachusetts,873281,15651,,,USA,13.11.2021
Michigan,1346868,24308,,,USA,13.11.2021
Minnesota,841625,9120,,,USA,13.11.2021
Mississippi,508469,10187,,,USA,13.11.2021
Missouri,876614,12840,,,USA,13.11.2021
Montana,184394,2479,,,USA,13.11.2021
Nebraska,296106,3048,,,USA,13.11.2021
Nevada,447746,7807,,,USA,13.11.2021
New Hampshire,144626,1622,,,USA,13.11.2021
New Jersey,1216705,28169,,,USA,13.11.2021
New Mexico,292078,5169,,,USA,13.11.2021
New York,2622131,56922,,,USA,13.11.2021
North Carolina,1501801,18411,,,USA,13.11.2021
North Dakota,154883,1851,,,USA,13.11.2021
Northern Mariana Islands,342,3,,,MNP,13.11.2021
Ohio,1600860,26836,,,USA,13.11.2021
Oklahoma,652731,11633,,,USA,13.11.2021
Oregon,378174,4750,,,USA,13.11.2021
Pennsylvania,1640594,32355,,,USA,13.11.2021
Puerto Rico,186884,3257,,,PRI,13.11.2021
Rhode Island,183257,2890,,,USA,13.11.2021
South Carolina,906945,13983,,,USA,13.11.2021
South Dakota,159343,2281,,,USA,13.11.2021
Tennessee,1294805,16623,,,USA,13.11.2021
Texas,4316066,72673,,,USA,13.11.2021
Utah,571507,3347,,,USA,13.11.2021
Vermont,44490,393,,,USA,13.11.2021
Virgin Islands,7344,84,,,VIR,13.11.2021
Virginia,942837,14321,,,USA,13.11.2021
Washington,750477,8934,,,USA,13.11.2021
West Virginia,282405,4610,,,USA,13.11.2021
Wisconsin,921221,9679,,,USA,13.11.2021
Wyoming,107483,1298,,,USA,13.11.2021
Alabama,1540329,20608,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8260,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,963740,12525,,,USA,
California,11421433,97011,,,USA,
Colorado,1686624,13482,,,USA,
Connecticut,918761,11537,,,USA,
Delaware,314684,3148,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170482,1402,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,58990,406,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3834925,40109,,,USA,
Indiana,1948019,25013,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892453,9626,,,USA,
Kentucky,1620429,17363,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299501,2712,,,USA,
Maryland,1276558,15613,,,USA,
Massachusetts,2099238,22209,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1696286,13931,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1685479,21940,,,USA,
Montana,315421,3577,,,USA,
Nebraska,537129,4606,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,359019,2783,,,USA,
New Jersey,2817595,34986,,,USA,
New Mexico,634520,8677,,,USA,
New York,6303295,73425,,,USA,
North Carolina,3255540,27264,,,USA,
North Dakota,274822,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3208165,40578,,,USA,
Oklahoma,1214599,17168,,,USA,
Oregon,913809,8743,,,USA,
Pennsylvania,3330062,47994,,,USA,
Puerto Rico,993997,5297,,,PRI,
Rhode Island,434653,3725,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2378225,28233,,,USA,
Texas,8039316,91034,,,USA,
Utah,1051263,5076,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23445,124,,,VIR,
Virginia,2131894,22232,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,610675,7538,,,USA,
Wisconsin,1909295,15522,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,215843,3246,88038.0,124559.0,USA,14.11.2020
Alaska,23162,100,7162.0,15900.0,USA,14.11.2020
American Samoa,0,0,,,ASM,14.11.2020
Arizona,273053,6300,45036.0,221717.0,USA,14.11.2020
Arkansas,132166,2159,112383.0,17624.0,USA,14.11.2020
California,1039253,18275,,,USA,14.11.2020
Colorado,192591,3230,9352.0,147357.0,USA,14.11.2020
Connecticut,88645,4737,9800.0,74108.0,USA,14.11.2020
Delaware,28395,766,14727.0,12902.0,USA,14.11.2020
Diamond Princess,49,0,,,USA,14.11.2020
District of Columbia,18814,658,14160.0,3996.0,USA,14.11.2020
Florida,875096,17489,,,USA,14.11.2020
Georgia,422905,8956,,,USA,14.11.2020
Grand Princess,103,3,,,USA,14.11.2020
Guam,5924,92,3942.0,1890.0,GUM,14.11.2020
Hawaii,16759,222,11958.0,4579.0,USA,14.11.2020
Idaho,81317,759,34482.0,46076.0,USA,14.11.2020
Illinois,562985,11088,,,USA,14.11.2020
Indiana,244887,5191,146000.0,93696.0,USA,14.11.2020
Iowa,183555,1985,107541.0,74029.0,USA,14.11.2020
Kansas,117196,1258,2960.0,113171.0,USA,14.11.2020
Kentucky,136137,1658,24329.0,110150.0,USA,14.11.2020
Louisiana,201981,6121,176107.0,19753.0,USA,14.11.2020
Maine,8791,163,6597.0,2031.0,USA,14.11.2020
Maryland,164090,4293,8362.0,151435.0,USA,14.11.2020
Massachusetts,186142,8850,137422.0,38427.0,USA,14.11.2020
Michigan,275792,8376,138862.0,128554.0,USA,14.11.2020
Minnesota,216028,2930,167234.0,45864.0,USA,14.11.2020
Mississippi,133340,3540,111430.0,18370.0,USA,14.11.2020
Missouri,254411,3406,,,USA,14.11.2020
Montana,45886,514,27472.0,17900.0,USA,14.11.2020
Nebraska,96834,779,51928.0,44127.0,USA,14.11.2020
Nevada,119006,1908,2601.0,114497.0,USA,14.11.2020
New Hampshire,14212,499,10842.0,2871.0,USA,14.11.2020
New Jersey,295230,16548,39253.0,239429.0,USA,14.11.2020
New Mexico,63171,1208,24449.0,37514.0,USA,14.11.2020
New York,561921,33844,81585.0,446492.0,USA,14.11.2020
North Carolina,309118,4756,261719.0,42643.0,USA,14.11.2020
North Dakota,64478,726,50835.0,11311.0,USA,14.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,14.11.2020
Ohio,290243,6195,200715.0,83333.0,USA,14.11.2020
Oklahoma,150205,1516,123333.0,25356.0,USA,14.11.2020
Oregon,56018,759,5870.0,49389.0,USA,14.11.2020
Pennsylvania,266381,9255,178070.0,79056.0,USA,14.11.2020
Puerto Rico,41772,921,35074.0,5777.0,PRI,14.11.2020
Rhode Island,41529,1283,3086.0,37160.0,USA,14.11.2020
South Carolina,194014,4110,100742.0,89162.0,USA,14.11.2020
South Dakota,64182,621,44814.0,18747.0,USA,14.11.2020
Tennessee,303470,3877,268368.0,31298.0,USA,14.11.2020
Texas,1037589,20435,861205.0,154050.0,USA,14.11.2020
Utah,151141,710,102514.0,47917.0,USA,14.11.2020
Vermont,2843,59,2000.0,784.0,USA,14.11.2020
Virgin Islands,1434,23,1370.0,41.0,VIR,14.11.2020
Virginia,200799,3799,22192.0,174808.0,USA,14.11.2020
Washington,133391,2493,,,USA,14.11.2020
West Virginia,32792,574,23077.0,9141.0,USA,14.11.2020
Wisconsin,323604,2739,235170.0,85695.0,USA,14.11.2020
Wyoming,21881,144,12247.0,9490.0,USA,14.11.2020
Alabama,839695,15981,,,USA,14.11.2021
Alaska,145167,831,,,USA,14.11.2021
American Samoa,4,0,,,ASM,14.11.2021
Arizona,1214419,21653,,,USA,14.11.2021
Arkansas,519760,8567,,,USA,14.11.2021
California,5004587,73069,,,USA,14.11.2021
Colorado,806690,9424,,,USA,14.11.2021
Connecticut,407750,8809,,,USA,14.11.2021
Delaware,147875,2141,,,USA,14.11.2021
Diamond Princess,49,0,,,USA,14.11.2021
District of Columbia,65371,1194,,,USA,14.11.2021
Florida,3711612,60698,,,USA,14.11.2021
Georgia,1647265,29861,,,USA,14.11.2021
Grand Princess,103,3,,,USA,14.11.2021
Guam,18913,258,,,GUM,14.11.2021
Hawaii,85790,977,,,USA,14.11.2021
Idaho,299849,3745,,,USA,14.11.2021
Illinois,1735596,28986,,,USA,14.11.2021
Indiana,1054180,17088,,,USA,14.11.2021
Iowa,503564,7166,,,USA,14.11.2021
Kansas,448345,6621,,,USA,14.11.2021
Kentucky,762226,10270,,,USA,14.11.2021
Louisiana,764354,14685,,,USA,14.11.2021
Maine,111145,1230,,,USA,14.11.2021
Maryland,571625,11061,,,USA,14.11.2021
Massachusetts,873281,15651,,,USA,14.11.2021
Michigan,1346868,24308,,,USA,14.11.2021
Minnesota,841625,9120,,,USA,14.11.2021
Mississippi,508469,10187,,,USA,14.11.2021
Missouri,877578,12841,,,USA,14.11.2021
Montana,184394,2479,,,USA,14.11.2021
Nebraska,296106,3048,,,USA,14.11.2021
Nevada,447746,7807,,,USA,14.11.2021
New Hampshire,144626,1622,,,USA,14.11.2021
New Jersey,1218406,28172,,,USA,14.11.2021
New Mexico,292078,5169,,,USA,14.11.2021
New York,2626522,56944,,,USA,14.11.2021
North Carolina,1501801,18411,,,USA,14.11.2021
North Dakota,155071,1851,,,USA,14.11.2021
Northern Mariana Islands,342,3,,,MNP,14.11.2021
Ohio,1604488,26895,,,USA,14.11.2021
Oklahoma,652731,11633,,,USA,14.11.2021
Oregon,378174,4750,,,USA,14.11.2021
Pennsylvania,1645244,32395,,,USA,14.11.2021
Puerto Rico,186977,3257,,,PRI,14.11.2021
Rhode Island,183257,2890,,,USA,14.11.2021
South Carolina,906945,13983,,,USA,14.11.2021
South Dakota,159343,2281,,,USA,14.11.2021
Tennessee,1295517,16627,,,USA,14.11.2021
Texas,4316715,72702,,,USA,14.11.2021
Utah,571507,3347,,,USA,14.11.2021
Vermont,44801,393,,,USA,14.11.2021
Virgin Islands,7357,84,,,VIR,14.11.2021
Virginia,942837,14321,,,USA,14.11.2021
Washington,750477,8934,,,USA,14.11.2021
West Virginia,283075,4610,,,USA,14.11.2021
Wisconsin,921221,9679,,,USA,14.11.2021
Wyoming,107483,1298,,,USA,14.11.2021
Alabama,1540329,20608,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8260,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,963829,12525,,,USA,
California,11428127,97045,,,USA,
Colorado,1688918,13485,,,USA,
Connecticut,918876,11537,,,USA,
Delaware,315119,3161,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170482,1402,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,59039,406,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3841906,40131,,,USA,
Indiana,1948019,25013,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892503,9626,,,USA,
Kentucky,1624055,17410,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299501,2712,,,USA,
Maryland,1277302,15618,,,USA,
Massachusetts,2099238,22209,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1696286,13931,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1685479,21940,,,USA,
Montana,316251,3581,,,USA,
Nebraska,537129,4606,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,359408,2787,,,USA,
New Jersey,2820621,34988,,,USA,
New Mexico,636409,8679,,,USA,
New York,6312920,73441,,,USA,
North Carolina,3255540,27264,,,USA,
North Dakota,275049,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3208165,40591,,,USA,
Oklahoma,1214599,17168,,,USA,
Oregon,913809,8743,,,USA,
Pennsylvania,3330515,47994,,,USA,
Puerto Rico,995024,5297,,,PRI,
Rhode Island,434653,3725,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2379451,28258,,,USA,
Texas,8047287,91069,,,USA,
Utah,1051263,5076,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23454,124,,,VIR,
Virginia,2131894,22232,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,611358,7557,,,USA,
Wisconsin,1911276,15532,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,217822,3248,88038.0,126536.0,USA,15.11.2020
Alaska,23826,100,7164.0,16562.0,USA,15.11.2020
American Samoa,0,0,,,ASM,15.11.2020
Arizona,275436,6302,45400.0,223734.0,USA,15.11.2020
Arkansas,133040,2183,114312.0,16545.0,USA,15.11.2020
California,1048681,18298,,,USA,15.11.2020
Colorado,195516,3271,9528.0,151343.0,USA,15.11.2020
Connecticut,88645,4737,9800.0,74108.0,USA,15.11.2020
Delaware,28803,769,14867.0,13167.0,USA,15.11.2020
Diamond Princess,49,0,,,USA,15.11.2020
District of Columbia,18977,660,14182.0,4135.0,USA,15.11.2020
Florida,885201,17518,,,USA,15.11.2020
Georgia,424989,8957,,,USA,15.11.2020
Grand Princess,103,3,,,USA,15.11.2020
Guam,5924,92,3942.0,1890.0,GUM,15.11.2020
Hawaii,16759,222,11958.0,4579.0,USA,15.11.2020
Idaho,82245,759,34826.0,46660.0,USA,15.11.2020
Illinois,573616,11162,,,USA,15.11.2020
Indiana,251597,5260,146886.0,99451.0,USA,15.11.2020
Iowa,186314,1989,107888.0,76437.0,USA,15.11.2020
Kansas,117237,1258,2960.0,113212.0,USA,15.11.2020
Kentucky,137586,1661,24329.0,111596.0,USA,15.11.2020
Louisiana,204513,6132,176107.0,22274.0,USA,15.11.2020
Maine,8944,165,6681.0,2098.0,USA,15.11.2020
Maryland,165930,4302,8374.0,153254.0,USA,15.11.2020
Massachusetts,188275,8865,137422.0,40524.0,USA,15.11.2020
Michigan,275792,8376,138862.0,128554.0,USA,15.11.2020
Minnesota,223581,2961,172873.0,47747.0,USA,15.11.2020
Mississippi,134309,3543,111430.0,19336.0,USA,15.11.2020
Missouri,255260,3409,,,USA,15.11.2020
Montana,47158,520,27472.0,19166.0,USA,15.11.2020
Nebraska,98161,779,52511.0,44871.0,USA,15.11.2020
Nevada,120183,1909,2601.0,115673.0,USA,15.11.2020
New Hampshire,14552,499,10866.0,3187.0,USA,15.11.2020
New Jersey,300283,16566,39489.0,244228.0,USA,15.11.2020
New Mexico,64201,1215,24788.0,38198.0,USA,15.11.2020
New York,566113,33866,81788.0,450459.0,USA,15.11.2020
North Carolina,312235,4806,261719.0,45710.0,USA,15.11.2020
North Dakota,65559,736,51936.0,11124.0,USA,15.11.2020
Northern Mariana Islands,102,2,29.0,71.0,MNP,15.11.2020
Ohio,298096,6272,202937.0,88887.0,USA,15.11.2020
Oklahoma,154128,1528,124793.0,27807.0,USA,15.11.2020
Oregon,56880,761,5870.0,50249.0,USA,15.11.2020
Pennsylvania,271860,9294,178070.0,84496.0,USA,15.11.2020
Puerto Rico,42479,935,35472.0,6072.0,PRI,15.11.2020
Rhode Island,41529,1291,3086.0,37152.0,USA,15.11.2020
South Carolina,195507,4112,101388.0,90007.0,USA,15.11.2020
South Dakota,65381,644,45377.0,19360.0,USA,15.11.2020
Tennessee,309893,3893,270091.0,35984.0,USA,15.11.2020
Texas,1046605,20494,871784.0,152335.0,USA,15.11.2020
Utah,153808,718,104317.0,48773.0,USA,15.11.2020
Vermont,2889,59,2023.0,807.0,USA,15.11.2020
Virgin Islands,1434,23,1370.0,41.0,VIR,15.11.2020
Virginia,201960,3800,22252.0,175908.0,USA,15.11.2020
Washington,134969,2505,,,USA,15.11.2020
West Virginia,33659,582,23077.0,10000.0,USA,15.11.2020
Wisconsin,329924,2751,240075.0,87098.0,USA,15.11.2020
Wyoming,22494,144,12453.0,9897.0,USA,15.11.2020
Alabama,839953,15981,,,USA,15.11.2021
Alaska,146247,833,,,USA,15.11.2021
